loan_id,no_of_dependents,education,self_employed,income_annum,loan_amount,loan_term,cibil_score,residential_assets_value,commercial_assets_value,luxury_assets_value,bank_asset_value,loan_status
1855,0,Not Graduate,No,1261385,25076293,12,819,198113,5152775,22775768,2117659,Approved
1856,4,Graduate,Yes,6031618,2517490,16,712,4743233,19324056,22416439,13571347,Approved
1857,2,Graduate,Yes,7503950,9735763,2,693,20789143,2879088,35120908,6320720,Approved
1858,2,Not Graduate,No,6302102,6765472,4,630,28434288,894501,35533415,14639921,Approved
1859,0,Graduate,Yes,9748310,2643440,4,732,20002679,11345030,26076950,12386794,Approved
1860,1,Not Graduate,Yes,8941073,25966772,12,462,825704,16465830,36276856,7940105,Approved
1861,3,Graduate,Yes,9377133,24126709,14,339,10381397,8711402,14801826,12701396,Rejected
1862,5,Graduate,Yes,4963090,8335022,4,384,5184928,15862014,35021876,849969,Rejected
1863,1,Graduate,Yes,8180571,16080593,10,889,11836681,936521,38632088,6338888,Approved
1864,4,Not Graduate,No,3296750,25334406,12,390,3442299,16646505,8640070,4569728,Rejected
1865,2,Graduate,No,6882115,8157135,8,783,23819694,15326186,39984703,12943876,Approved
1866,0,Graduate,Yes,6554054,17314950,2,684,3500062,4211475,24100381,4297058,Approved
1867,0,Not Graduate,No,5717263,21215295,6,492,15309742,12350095,27032273,13683808,Rejected
1868,3,Not Graduate,No,1018706,18499536,20,552,25089816,857060,6274420,4082418,Rejected
1869,1,Graduate,No,1934802,9068387,18,543,22710326,11074271,13566755,12726298,Rejected
1870,3,Not Graduate,Yes,9037718,23438859,12,569,2774932,12820313,29185827,11665701,Rejected
1871,2,Graduate,Yes,6337875,27728332,4,318,18810524,6501881,39073217,9880681,Rejected
1872,3,Graduate,Yes,1974474,10301475,18,339,11028193,4269619,22256268,6027844,Rejected
1873,5,Not Graduate,No,3412174,19304852,8,815,18117197,15143332,3376959,101803,Approved
1874,0,Not Graduate,No,753360,20164192,16,332,20396561,4520072,27641544,13332107,Rejected
1875,0,Not Graduate,Yes,4428021,21468672,20,749,15912744,14563522,14320207,9676528,Approved
1876,4,Graduate,Yes,584533,3801190,14,838,29011809,2499678,26772712,12386682,Approved
1877,4,Not Graduate,No,4503829,26659176,6,618,20773217,12617193,37183407,6865876,Approved
1878,2,Graduate,No,3802294,450912,16,423,1014065,15001478,28085985,1667640,Rejected
1879,5,Not Graduate,Yes,1461668,2060783,8,671,9494832,4371480,16855103,6496666,Approved
1880,1,Graduate,No,3350374,23801137,4,650,12018919,14293853,34174633,913549,Approved
1881,3,Not Graduate,No,2599009,19524565,10,622,18498561,12378332,28712888,13425547,Approved
1882,2,Graduate,No,1578656,13775646,2,787,18131521,18663720,29581169,6567227,Approved
1883,4,Not Graduate,No,9812587,28026702,16,750,28964452,17156019,695297,3969612,Approved
1884,3,Graduate,No,4678633,14996261,16,652,16964959,16355670,6345980,2466500,Approved
1885,4,Not Graduate,No,8935015,29121249,6,415,29339851,18985552,7683356,9484676,Rejected
1886,3,Not Graduate,No,7245472,6253608,2,312,25545532,12365792,5615308,10050864,Approved
1887,1,Graduate,Yes,9165003,7237219,8,619,20281949,14395328,3434935,6334436,Approved
1888,2,Not Graduate,Yes,969153,29197324,18,464,10110075,4154235,2701526,8551127,Rejected
1889,3,Graduate,No,1708346,17645494,18,384,29371055,669772,31156734,2097944,Approved
1890,5,Graduate,No,1003995,10516885,2,547,20482797,6739493,26110678,10636146,Rejected
1891,0,Not Graduate,No,8866453,17604618,14,731,10424019,5010114,1704373,12699398,Approved
1892,5,Graduate,Yes,1448720,12078476,12,867,1804449,2190790,15361265,245846,Approved
1893,5,Not Graduate,Yes,5360025,5764938,14,778,2917527,865012,7871911,8591824,Approved
1894,0,Not Graduate,No,8502146,28035794,14,667,22903175,1735245,22995866,8161674,Rejected
1895,5,Graduate,Yes,3036934,28498919,16,656,25539292,18335695,21461125,2604741,Rejected
1896,3,Not Graduate,No,7144075,8816134,16,707,12174115,18983838,33888942,10492364,Approved
1897,3,Graduate,No,9302683,9533752,20,644,10927133,17037452,18723725,1676555,Approved
1898,3,Graduate,No,9623080,5417199,4,478,28624083,14912538,39040357,14300221,Approved
1899,0,Not Graduate,No,1287241,25539138,8,724,24251848,13765946,39530162,10742655,Approved
1900,5,Not Graduate,No,4129301,15384497,8,840,22708563,18027840,13728583,3871384,Approved
1901,0,Graduate,No,9276843,22906523,20,742,17135806,10531263,29413348,1989572,Rejected
1902,3,Graduate,No,2410980,10429242,16,605,13725753,632600,16071994,1346903,Approved
1903,5,Not Graduate,Yes,8197018,10499630,6,666,5861178,7937259,7961421,1331002,Rejected
1904,5,Not Graduate,No,1339391,11853979,6,335,18854168,19032717,5181023,9886399,Rejected
1905,4,Not Graduate,Yes,9577877,28165616,4,762,3419858,16635485,32355036,8975241,Rejected
1906,4,Not Graduate,No,6170653,28053514,2,445,19104415,17650327,37388673,11509290,Rejected
1907,1,Graduate,No,4170471,2407396,16,445,7381633,8442620,25350608,274568,Rejected
1908,2,Not Graduate,Yes,4426660,7055855,18,679,4829950,18268335,34282425,6143385,Approved
1909,4,Graduate,Yes,5708833,4309294,18,467,20094287,527040,30989626,7939289,Rejected
1910,0,Graduate,No,9549483,15441865,16,574,17122474,18985561,31954907,1563628,Rejected
1911,4,Not Graduate,Yes,2069883,22063245,10,386,1699367,14680901,25723100,3966274,Rejected
1912,1,Graduate,No,471609,12150977,2,453,5292203,8859403,12271874,14519709,Rejected
1913,5,Not Graduate,No,4067183,10715087,18,796,16807938,7323061,36780261,4062513,Approved
1914,1,Graduate,Yes,3681716,11451506,12,614,24269516,5486642,2278509,9825668,Approved
1915,5,Not Graduate,Yes,2493474,10500647,14,859,17711553,15261349,29405561,9060239,Rejected
1916,5,Graduate,Yes,6537479,7729038,16,573,11434860,243977,39334306,1307581,Rejected
1917,2,Graduate,Yes,6068518,5763369,10,561,17030522,15927901,22638665,8191993,Rejected
1918,4,Not Graduate,No,8766304,10497188,12,786,27570663,15685628,14139180,11516950,Approved
1919,0,Not Graduate,Yes,1789291,14772755,14,753,25191502,5328149,8291644,6864559,Approved
1920,0,Graduate,Yes,626492,28017487,14,742,2097055,888046,30288217,260330,Rejected
1921,3,Graduate,Yes,3155227,16619028,4,561,4757399,18911816,21902680,1274453,Rejected
1922,5,Not Graduate,Yes,2507236,27566137,2,842,21534900,7782773,15082753,6686627,Approved
1923,0,Graduate,Yes,9771695,5693813,16,404,19062472,17666627,3462825,9948702,Rejected
1924,2,Not Graduate,No,3424400,26665995,10,649,3535978,3748356,4517176,3629064,Rejected
1925,5,Graduate,No,6813889,2314934,20,737,15797172,19218258,35332573,12639278,Approved
1926,2,Not Graduate,Yes,5853278,2531500,4,468,17370683,4097261,31071454,3956843,Rejected
1927,0,Graduate,Yes,663723,29858344,6,642,12217062,8527992,23005842,7093818,Approved
1928,0,Not Graduate,No,7984160,28206480,12,529,25576365,5560018,7590681,12510863,Rejected
1929,3,Not Graduate,Yes,5338717,16929715,20,322,19680238,1837892,28969166,11502755,Rejected
1930,0,Graduate,No,886763,5599903,12,580,26744040,12079146,18305494,14631490,Rejected
1931,5,Not Graduate,No,7785291,6722811,16,818,5311562,13637111,20411948,11398554,Approved
1932,5,Graduate,Yes,6501816,5486859,10,552,16851814,16002244,16661670,8233716,Rejected
1933,5,Not Graduate,No,7299312,10734168,10,703,8802027,13641722,11901121,820995,Approved
1934,3,Not Graduate,Yes,2345943,4117380,14,432,3824050,7534682,1302069,7116257,Rejected
1935,3,Not Graduate,Yes,4790585,15660343,20,573,25937201,8609316,13692531,8503698,Rejected
1936,0,Graduate,No,1523020,23876363,10,531,27442348,2048490,23400586,11183675,Rejected
1937,1,Not Graduate,No,2854810,12632512,18,844,1228298,12743404,5004627,5133121,Approved
1938,1,Graduate,Yes,5119495,21443123,12,378,7998752,166885,16874098,14522944,Rejected
1939,3,Not Graduate,No,7567241,3585627,14,334,16244613,3015038,31918278,11383633,Rejected
1940,0,Graduate,Yes,9090111,15110991,16,794,14040820,12174116,21873992,6110299,Approved
1941,1,Graduate,No,4677375,825311,10,409,27228993,5547279,27972009,8439783,Rejected
1942,0,Graduate,No,3904595,8147901,8,620,21626924,19850133,12645762,7089127,Rejected
1943,0,Not Graduate,Yes,2044040,4160011,16,874,9967116,4021357,19126900,2617755,Approved
1944,0,Graduate,Yes,7108998,5087208,20,627,27683858,10547350,11990619,4815561,Approved
1945,4,Not Graduate,Yes,1064845,24632844,18,683,19781256,17215918,31154277,1788917,Approved
1946,5,Graduate,No,2206811,10951056,2,663,10720466,13621890,5807638,14332666,Rejected
1947,0,Graduate,Yes,8177848,24375600,6,531,18499446,3856406,22983640,12563131,Rejected
1948,4,Graduate,Yes,1634636,26467331,8,713,13071990,575854,8048595,7829610,Approved
1949,3,Graduate,No,4108308,26756018,14,593,7460888,4719242,15319404,6029626,Rejected
1950,1,Not Graduate,No,7532827,13870822,12,846,2920507,2269161,21577732,2684182,Approved
1951,5,Graduate,Yes,905314,6271450,20,473,20513215,15169969,4850977,8760454,Rejected
1952,1,Graduate,Yes,3594070,6538082,20,691,16413543,7618488,35064112,2947578,Approved
1953,5,Not Graduate,Yes,4089453,18457088,2,401,8833878,1321663,6315307,7020455,Rejected
1954,1,Graduate,Yes,9460797,20897227,8,592,5417017,19809197,17945803,11022104,Approved
1955,5,Graduate,No,4157874,5423679,12,384,19829805,3085997,37506005,11584205,Rejected
1956,1,Graduate,No,3778687,27117070,6,500,24110967,3099105,4920429,4406199,Rejected
1957,1,Graduate,Yes,1382200,23403690,4,840,12458383,5718666,5838118,389906,Approved
1958,1,Not Graduate,Yes,4975219,1099529,4,596,22680803,6687678,20494869,8098631,Rejected
1959,1,Not Graduate,Yes,9979138,5622177,20,355,16224734,16576948,5018873,8419410,Rejected
1960,3,Graduate,No,1293956,21647900,8,771,5092593,7796476,18813119,10308501,Approved
1961,0,Not Graduate,Yes,8263736,19218275,2,315,2300205,14950713,33226856,7939094,Rejected
1962,2,Not Graduate,Yes,3848338,29110064,20,365,6566557,17409183,15242512,1161143,Rejected
1963,4,Graduate,No,1631041,22693488,4,771,25744954,19546233,17242680,14341513,Approved
1964,2,Not Graduate,No,8059371,6546811,20,880,12530376,8124487,22827532,7955125,Approved
1965,2,Graduate,Yes,5225764,18365437,4,322,27032974,11409867,22002108,1155433,Rejected
1966,5,Not Graduate,Yes,7162111,18920519,8,785,29707005,2908328,35667230,2000611,Rejected
1967,0,Not Graduate,No,6342453,27058294,8,714,14541187,18288226,656892,14069031,Approved
1968,5,Not Graduate,Yes,7489165,13655373,2,604,19347510,9435717,20327934,5400966,Approved
1969,0,Graduate,Yes,472667,4323191,14,476,442033,9752601,36033957,451289,Rejected
1970,0,Not Graduate,No,3653402,22559484,14,494,22842509,15021303,14225605,8258734,Rejected
1971,1,Graduate,No,8323445,11376547,20,312,285070,17308368,32092994,14900135,Rejected
1972,3,Graduate,No,312035,23341278,20,465,3485191,16080098,29344192,9014908,Rejected
1973,1,Not Graduate,Yes,9812901,17128636,20,449,12637339,341914,38787746,159049,Rejected
1974,3,Graduate,No,5898238,17855994,2,640,24689175,3698609,27910234,846918,Approved
1975,5,Not Graduate,No,9979110,21018556,16,856,27807723,18787953,18695939,13666242,Approved
1976,3,Graduate,Yes,540526,19510935,20,473,21719700,17565377,23435029,2236232,Rejected
1977,5,Graduate,Yes,1416733,29110403,14,466,2512712,10442560,36247815,12477647,Rejected
1978,2,Not Graduate,No,5887453,16298003,14,893,11882919,4117513,30779233,1611007,Approved
1979,2,Not Graduate,No,1065144,25929445,12,879,3145023,9946206,19812371,8934886,Approved
1980,3,Not Graduate,Yes,1618137,19634202,8,396,2345456,536701,14001715,2431179,Rejected
1981,3,Not Graduate,Yes,2507306,14347190,16,703,23752008,8698404,17335270,7505920,Approved
1982,5,Graduate,No,9568140,14546310,4,376,15800908,18904132,36509412,7818127,Approved
1983,1,Graduate,No,722797,27783117,14,536,20739741,701101,29448892,4069306,Rejected
1984,5,Graduate,Yes,9579728,27707294,6,590,8013677,19078644,4658481,8604901,Rejected
1985,1,Not Graduate,No,6068590,18902347,6,435,1830404,18951212,4878695,12514716,Rejected
1986,2,Graduate,Yes,3697172,23388751,14,666,12880040,3860861,22667194,6652641,Approved
1987,0,Not Graduate,No,6760230,16357715,6,847,29709464,18999255,22354585,12981222,Approved
1988,3,Graduate,Yes,9499514,26557351,10,547,1000441,19383322,18213150,9918567,Rejected
1989,1,Not Graduate,Yes,6852469,17081686,16,513,585679,2464240,8465505,5476958,Rejected
1990,5,Graduate,No,8342165,14037356,8,369,3251986,14306131,33384505,2329228,Rejected
1991,2,Graduate,No,5588811,29869464,14,628,19292471,15420551,32646511,9977980,Approved
1992,1,Not Graduate,Yes,614399,12312436,14,315,25825014,7889602,10096426,13868527,Rejected
1993,5,Graduate,No,7375173,28544659,4,786,3785470,16218091,17789935,2400188,Approved
1994,3,Not Graduate,No,6084724,724559,16,473,10623366,14383224,9377963,12586686,Rejected
1995,3,Graduate,No,4649113,20997891,20,573,28728665,1363704,36776353,13750367,Approved
1996,4,Graduate,Yes,7451204,27954652,20,823,29943057,15615960,39806410,11531604,Rejected
1997,0,Not Graduate,No,929672,1200911,18,518,21989809,16612568,29029045,2919785,Rejected
1998,4,Not Graduate,No,5457901,2240467,12,812,9873007,11167293,10803684,11404515,Rejected
1999,2,Graduate,Yes,9037389,2130245,10,698,11723964,4457514,17841332,4068024,Approved
2000,1,Graduate,No,1347417,3088506,2,410,12599658,14002074,18371121,3515799,Rejected
2001,2,Graduate,No,9883484,28720323,2,763,480929,11496175,13238692,2655252,Approved
2002,5,Graduate,Yes,360786,14133007,18,392,1923821,9166943,12836724,8392748,Rejected
2003,3,Graduate,Yes,2275414,3748598,8,750,4307939,1107994,34552920,12240880,Approved
2004,4,Graduate,No,7798498,4343638,2,695,1749382,17893246,34157682,2544199,Approved
2005,4,Not Graduate,No,5922078,23355636,20,850,11647745,14623985,31520737,14690919,Approved
2006,4,Not Graduate,Yes,8083060,5535148,6,778,6409997,13776842,29021892,3367414,Approved
2007,2,Not Graduate,Yes,1514530,6195012,12,615,16946280,15360239,8427129,13523494,Approved
2008,3,Graduate,No,1110175,24256974,16,652,14947463,15975727,37812412,3615039,Approved
2009,1,Graduate,No,7425529,16322297,20,538,10501576,11425858,28291353,3959735,Rejected
2010,5,Graduate,No,5701188,306823,4,403,3466854,11721919,18094436,2734496,Rejected
2011,1,Not Graduate,Yes,6256095,27019366,16,328,22145042,2425974,11603007,2076942,Rejected
2012,2,Not Graduate,No,321701,5066637,2,388,29033456,6933655,35594885,1862994,Rejected
2013,5,Graduate,Yes,7880223,3014278,4,674,18813465,14241544,20919969,14307523,Approved
2014,4,Graduate,Yes,4141631,10748085,16,696,15958262,12064998,3895908,7475770,Approved
2015,0,Not Graduate,Yes,5374895,13362502,14,862,1042060,8094456,29410318,3436745,Approved
2016,2,Not Graduate,No,1264641,16013686,10,663,15279722,4918842,20832000,8964222,Approved
2017,2,Not Graduate,No,1633043,4095705,20,446,25631413,7030288,3255762,4573675,Rejected
2018,3,Graduate,No,6837056,24627389,4,613,5196145,5817182,37982751,7081209,Approved
2019,1,Graduate,Yes,6989177,18718257,18,847,14383056,9367491,4893170,14863864,Approved
2020,2,Graduate,No,448924,3832477,10,751,23546427,6119780,10175662,1799395,Approved
2021,2,Not Graduate,Yes,8345618,26054921,16,805,5212643,1238663,39120526,13004517,Approved
2022,4,Not Graduate,Yes,2290923,29749297,8,785,8917571,6734853,36930400,2255000,Approved
2023,4,Graduate,Yes,2140711,23585421,18,400,25964469,19024200,16046533,12183309,Rejected
2024,5,Graduate,Yes,1563307,13646313,20,406,25265450,8604841,4749813,11201565,Rejected
2025,0,Not Graduate,Yes,6125237,8478022,14,590,9450996,13068625,36948784,8083500,Rejected
2026,3,Graduate,Yes,6698391,22984189,4,648,4263960,6160086,20383136,11375672,Approved
2027,0,Not Graduate,No,3418451,27221305,6,887,28917639,10357828,19233058,1910782,Approved
2028,5,Not Graduate,Yes,3572021,15299046,4,526,23183599,11223921,39315479,5860533,Approved
2029,4,Graduate,No,390477,11917478,10,895,1284169,15802906,30565733,6407316,Approved
2030,1,Not Graduate,Yes,9803204,5330788,4,887,27669206,5698272,28019027,9605762,Approved
2031,4,Graduate,No,6413415,21394912,10,349,28556904,259578,14349012,4089186,Rejected
2032,3,Not Graduate,No,8005819,14335020,18,457,2260418,15495610,2907801,8495172,Rejected
2033,4,Not Graduate,No,5115782,3460408,4,627,3227736,18537367,8631581,7197900,Approved
2034,3,Graduate,No,8767962,17078919,18,376,3407553,14923826,24354830,5397049,Rejected
2035,3,Not Graduate,Yes,6058893,19333543,14,753,6574056,3164308,33759054,8466073,Rejected
2036,3,Graduate,Yes,9981536,28262121,14,609,14238188,2836382,36952938,5826318,Approved
2037,5,Graduate,Yes,5890912,21587248,10,626,9980005,19932746,25639802,12384112,Rejected
2038,3,Not Graduate,Yes,2382931,16944389,16,807,11572259,8490075,31111432,9301381,Approved
2039,3,Graduate,No,1251636,19709934,14,406,19593627,10850671,17803981,14181462,Rejected
2040,1,Graduate,No,7141550,28450286,12,540,15029371,14094247,22344830,11062097,Rejected
2041,0,Graduate,No,7815907,14317848,4,734,23890716,15340099,18594073,5321282,Approved
2042,2,Graduate,Yes,6831430,23626063,12,327,14633130,4339434,6040668,9321881,Approved
2043,0,Graduate,No,8113436,8722654,4,548,9967745,8568681,36249930,7794760,Rejected
2044,3,Graduate,Yes,2847765,2392007,2,663,16777180,4865109,24342161,9068051,Approved
2045,1,Not Graduate,No,3237253,4650642,18,832,8144665,9264490,12174003,11732650,Rejected
2046,4,Graduate,No,9573551,19700467,10,771,6804674,14382014,33052117,9749403,Approved
2047,1,Not Graduate,No,8944039,6835714,20,838,15759588,6921783,14744042,6945271,Rejected
2048,3,Not Graduate,No,215141,5002021,20,888,21382104,17592343,25541438,3687719,Approved
2049,1,Graduate,No,4724361,7579773,8,712,15736966,16959515,13257093,6123421,Approved
2050,1,Not Graduate,Yes,8186378,12271896,16,868,6100266,16020969,29518714,8203477,Approved
2051,3,Not Graduate,No,3982700,20615134,10,464,8344235,18658132,30216921,8014973,Rejected
2052,5,Graduate,Yes,3761669,24077351,14,875,7630620,14534630,37974553,3401504,Approved
2053,1,Graduate,Yes,9163287,28823678,6,347,6987210,12584990,2809421,11085185,Rejected
2054,2,Graduate,Yes,1893152,24274207,16,783,15823154,8007729,3171469,14619827,Rejected
2055,2,Not Graduate,Yes,6173300,27983887,16,457,17742572,5487317,37496958,5638081,Rejected
2056,1,Not Graduate,Yes,2537099,2852878,6,450,6512867,6670724,2795063,14884056,Rejected
2057,5,Graduate,Yes,7355738,24789951,18,524,26892653,4889519,13527020,14525313,Rejected
2058,4,Graduate,Yes,2144741,4419020,16,559,21615499,13969164,35614788,14331180,Rejected
2059,3,Not Graduate,Yes,9472702,16887123,2,686,27170010,5289725,36609736,3155029,Approved
2060,2,Not Graduate,No,1024255,4268142,16,555,7021095,7491150,33603132,14609876,Rejected
2061,4,Not Graduate,No,9621172,5176561,8,360,4290613,10310646,10558881,9516243,Approved
2062,1,Not Graduate,Yes,6204327,12191404,12,695,19905426,19405274,31670807,10670373,Rejected
2063,4,Graduate,Yes,9770205,4745399,20,696,19426412,11868915,33912934,3829187,Rejected
2064,0,Not Graduate,Yes,9162292,3199815,18,461,4745140,19393437,21808580,2488632,Rejected
2065,2,Not Graduate,No,3377640,7999405,10,679,15113332,19282712,28150595,14969850,Approved
2066,1,Not Graduate,No,9102284,22578811,14,742,17490811,19038619,22335292,3651929,Approved
2067,3,Not Graduate,Yes,9079521,16635498,2,648,11463552,763203,39541103,3519886,Approved
2068,5,Graduate,Yes,5487267,13648613,18,330,4538940,17419662,6255813,12035926,Rejected
2069,1,Graduate,No,2575804,1460247,12,370,8039172,19476670,25756916,4278270,Rejected
2070,3,Not Graduate,No,5750616,6324984,8,696,946677,5755464,16687560,6608034,Approved
2071,5,Not Graduate,Yes,2930689,18836828,12,737,5188889,15034173,22695292,11787707,Approved
2072,5,Graduate,Yes,5223331,18696289,10,301,9776505,3314163,19784346,1569123,Rejected
2073,1,Graduate,Yes,8729297,19065373,6,861,19019930,17941295,6690288,1547376,Approved
2074,4,Not Graduate,Yes,8008516,12633279,14,434,4453610,3288497,32495781,1495489,Rejected
2075,4,Not Graduate,No,1485801,4231980,6,445,22467562,3646916,25829857,14669811,Rejected
2076,5,Graduate,No,4270161,27945792,4,478,12916620,14216633,14423957,7566124,Rejected
2077,4,Graduate,Yes,433725,1121983,8,563,12042881,2491517,37210367,2488078,Rejected
2078,0,Graduate,Yes,6768056,18570711,14,610,8897522,9984264,25080616,11582299,Approved
2079,5,Graduate,Yes,1358175,22410039,10,503,3467663,19303602,11190246,12506615,Rejected
2080,5,Graduate,No,8413140,1926650,18,329,10240153,15560147,5102334,5955602,Rejected
2081,3,Graduate,Yes,9412964,13646755,20,358,20301636,16405471,6022708,1995781,Rejected
2082,4,Not Graduate,Yes,9399280,18859383,14,308,6300141,18609594,18416477,7070640,Rejected
2083,5,Graduate,Yes,6840981,22520758,18,623,8744252,19150775,23406215,9002328,Approved
2084,0,Graduate,No,2568524,281532,18,466,689522,19196821,39153393,8240574,Rejected
2085,3,Graduate,Yes,7299574,16185601,4,636,28429892,19713251,9870795,3948795,Approved
2086,1,Graduate,No,6077675,26634804,2,678,13276596,4002539,32522260,5431392,Approved
2087,5,Not Graduate,Yes,9234660,20168893,8,541,25088375,16855185,39865719,7183713,Rejected
2088,0,Not Graduate,Yes,8749906,23428345,8,459,26473337,15530224,20952223,11768896,Rejected
2089,2,Graduate,Yes,521243,11003699,4,534,6622600,12885666,11637540,11963911,Rejected
2090,0,Not Graduate,No,4218920,5617967,6,752,7106583,3899417,21753980,6722044,Approved
2091,0,Not Graduate,Yes,4936605,23336528,6,498,18940587,86467,23074079,13274147,Rejected
2092,3,Not Graduate,Yes,8085766,16340484,10,776,6594290,10618985,32878406,236529,Approved
2093,1,Not Graduate,No,2281530,29843673,2,332,21674062,11935571,36004592,3978198,Rejected
2094,2,Not Graduate,No,3188793,8709707,18,707,15747502,15682977,29655116,12398135,Rejected
2095,4,Not Graduate,No,7217191,22846904,16,388,5469538,1417547,36939626,4544063,Approved
2096,4,Graduate,Yes,4657005,28834742,16,520,24477712,13728655,20333444,717518,Rejected
2097,0,Graduate,No,4293898,26413146,6,368,6579500,18650153,11111852,2205999,Rejected
2098,3,Graduate,Yes,3000212,26939936,4,593,7727706,17218906,4891532,1892148,Rejected
2099,3,Graduate,No,330878,15701504,2,536,1338984,3149537,22928647,272381,Rejected
2100,4,Graduate,No,7114887,20711470,12,459,9071899,9560874,22260554,4571106,Rejected
2101,2,Not Graduate,No,2962108,6679327,20,589,9390447,8357151,5573031,1892864,Rejected
2102,1,Graduate,Yes,2092508,9126896,2,853,20090130,5860075,1866345,14120510,Approved
2103,2,Graduate,Yes,3093713,24281217,10,877,9577837,706406,22232282,510743,Approved
2104,5,Not Graduate,Yes,6688574,20444528,18,832,29852775,16886718,2564539,7993996,Approved
2105,5,Not Graduate,Yes,5192332,11178579,18,634,9262229,3470368,30228736,1558573,Approved
2106,1,Graduate,Yes,7081099,26877785,8,881,1326680,15964254,26382439,6392101,Approved
2107,4,Not Graduate,Yes,3543473,20189000,14,801,16648855,11172859,13798533,9634660,Approved
2108,1,Not Graduate,Yes,2147012,24792395,14,545,17455039,19078764,26164025,3061820,Rejected
2109,3,Not Graduate,Yes,6978105,26227619,8,622,21964790,14407709,11001663,2876502,Approved
2110,5,Not Graduate,Yes,6565898,24413548,10,628,12623668,11245833,39177549,4773572,Approved
2111,0,Graduate,No,5071482,11071075,18,846,16179057,14617184,36159654,10080090,Approved
2112,0,Not Graduate,No,2209326,777510,14,638,27030287,18485286,28146498,7647604,Approved
2113,4,Graduate,Yes,4393513,7331021,14,470,8745261,19058860,7873249,158827,Rejected
2114,3,Graduate,Yes,3925614,25497768,20,409,16640623,10777335,1415733,13042445,Approved
2115,2,Not Graduate,Yes,7049502,7496822,14,309,29241527,15130273,13341365,2846554,Rejected
2116,3,Not Graduate,Yes,4521613,22972224,18,501,12047056,8839859,23629977,721014,Rejected
2117,0,Not Graduate,No,6676137,7193536,10,556,6276755,16231014,16243746,5995245,Rejected
2118,0,Graduate,No,3900568,24279027,12,561,9304076,4503760,19146061,6123103,Rejected
2119,5,Not Graduate,Yes,603552,4400675,6,729,12142250,15166090,24055591,5213770,Approved
2120,3,Not Graduate,No,8099151,19273184,2,806,16171867,14307541,20261923,14764489,Approved
2121,3,Not Graduate,No,3389291,24548501,4,365,13260956,3886218,26990126,532457,Rejected
2122,0,Not Graduate,Yes,9655545,16806665,16,878,21688547,9128607,16181773,3109660,Rejected
2123,2,Not Graduate,Yes,9711653,25672826,2,888,21342969,8269394,37045702,10494939,Approved
2124,4,Graduate,Yes,4016707,12121588,20,334,11053325,1512223,24274583,11696733,Rejected
2125,4,Not Graduate,Yes,8822903,27110647,14,856,2525732,19489343,15523691,2529247,Approved
2126,3,Not Graduate,No,5011071,4185198,10,790,29726019,5418139,16043964,7495802,Approved
2127,4,Not Graduate,Yes,4274973,28294274,12,879,23344768,552435,18049512,4539528,Approved
2128,0,Graduate,No,208798,29098335,16,553,23874655,16637951,6666759,9044441,Rejected
2129,0,Not Graduate,Yes,5074807,7932728,8,316,22405485,480297,23846621,1419425,Rejected
2130,3,Graduate,No,7327583,28603688,12,560,27863014,1551654,20440051,3500013,Rejected
2131,3,Graduate,Yes,5868843,4512176,6,555,21530345,13109248,30881209,13171430,Approved
2132,5,Not Graduate,Yes,8308262,27710260,14,723,10700698,9481119,29766644,1945712,Approved
2133,3,Not Graduate,No,4100275,29094747,4,800,5541985,15357906,38928177,6292503,Approved
2134,2,Not Graduate,No,7793832,19547938,16,585,15233026,10079356,9419742,1177247,Rejected
2135,4,Graduate,No,4928007,17529955,14,306,14211252,14509119,29667669,7199091,Rejected
2136,3,Graduate,Yes,2177165,21979299,16,796,19113927,2785485,33253367,10143399,Approved
2137,1,Graduate,No,3753952,25973898,4,498,28329929,6925726,23801468,3104087,Rejected
2138,5,Graduate,No,3957654,18648187,6,717,24050663,8277235,13399045,8318579,Approved
2139,1,Graduate,No,8579702,23192486,8,351,5040077,6871629,35478485,898883,Rejected
2140,0,Graduate,No,3803019,19129529,18,542,13252767,7095949,18574035,6022756,Rejected
2141,4,Not Graduate,No,7941368,18916458,10,518,9733105,1649879,15425087,11754438,Rejected
2142,3,Not Graduate,No,8259777,11034807,12,817,7694568,4175375,5156978,1933733,Approved
2143,1,Graduate,No,4410563,29361802,2,408,5059784,11127748,29171297,4090802,Rejected
2144,4,Not Graduate,No,6775699,26396073,8,650,9797411,18525749,13437657,13384248,Approved
2145,0,Not Graduate,No,1389297,14307716,8,365,10312237,3431803,24902086,6804002,Rejected
2146,2,Graduate,Yes,5572274,6478252,20,309,7560749,15491150,24756333,2284808,Rejected
2147,5,Graduate,Yes,1213295,9573660,16,501,21732495,16831102,19726696,4853204,Rejected
2148,4,Not Graduate,No,7861434,14675275,16,513,18526084,4576925,15631348,5723323,Rejected
2149,4,Graduate,Yes,3517837,15437193,20,367,2994463,18684694,36667650,1835726,Rejected
2150,2,Graduate,Yes,5716829,27667398,12,626,11469683,14678348,3394771,5841959,Approved
2151,4,Not Graduate,No,9680331,18103858,16,349,6574524,4688159,18231853,5210584,Rejected
2152,0,Graduate,No,8957529,27294802,18,316,14441623,15934554,9265063,7265494,Approved
2153,0,Not Graduate,No,8024641,14533554,10,822,628878,18061153,24728941,8639129,Approved
2154,2,Not Graduate,No,1897590,28123371,2,605,15489524,1900332,18569811,13413102,Approved
